"ORGANIZATIONID","NAME","NEXTID","STARTDATE","EXPIRATIONDATE"
825,"Tianjin University of Science & Technology",36405,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
65,"UC Riverside",36505,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
636,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",36562,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
829,"University of Alberta",36568,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
830,"University of Barcelona",36569,10-OCT-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,15-DEC-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES
838,"University Town Library of Shenzhen",36711,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
841,"Wenzhou University",36748,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
913,"Chad",48330,01-APR-14 12.00.00.000000000 PM +08:00,
643,"Animal Science Academy of Xinjiang Uygur Autonomous Region",35097,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
650,"Beijing Jiaotong University",35171,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
588,"Bejing Institute of Genomics, Chinese Academy of Science",35187,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
655,"Central Hospital of Karamay",35204,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
669,"Chongqing University of Medical Sciences",35333,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
680,"Fujian Institute of Scientific & Technological Information",35412,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
688,"GUANGZHOU UNIVERSITY OF TRADITIONAL CHINESE MEDICINE",35518,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
699,"Henan Industrial University",35599,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
701,"Henan University of Science and Technology",35610,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
711,"Hunan Institute of Scientific and Technical Information",35678,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
713,"Indiana University",35703,01-MAY-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-AUG-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
716,"Information Institute on Science and Technology of Hebei Province ",35707,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
598,"Institute for the History of Natural Science, CAS",35723,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
721,"Institute of Agricultural Machinery Xinjiang Academy of Agricultural Science",35730,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
613,"Institute of Materia Medica, CAMS & PUMC",35790,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
728,"Jiangxi Academy of Sciences",35825,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
730,"JiLin Medical College Library",35829,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
731,"Jimei University",35839,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
740,"Liaoning University of Traditional Chinese Medicine",35880,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
623,"Library of College of Biochemical Engineering, Beijing Union University",35885,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
741,"Library of Guangdong Ocean University",35896,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
742,"Library of Guizhou University For Nationalities",35912,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
744,"Library of National Academy of Government",35914,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
751,"Ludong University",35944,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
763,"National Marine Data and Information Service",36013,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
625,"National Science Library, Chinese Academy of Sciences",36023,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
626,"Patent Office, State Intellectual Property Office of P.R.China",36058,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
775,"Qingdao Harbour Vocational and Technical College",36087,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
915,"Eritrea",48629,01-APR-14 12.00.00.000000000 PM +08:00,
917,"Guinea",48735,01-APR-14 12.00.00.000000000 PM +08:00,
930,"Sierra Leone",49471,01-APR-14 12.00.00.000000000 PM +08:00,
931,"Somalia",49530,01-APR-14 12.00.00.000000000 PM +08:00,
933,"Tanzania",49696,01-APR-14 12.00.00.000000000 PM +08:00,
939,"University of Sheffield",2,01-OCT-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,30-SEP-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
943,"University of Southampton",2,01-NOV-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-OCT-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1058,"Max Planck Institute of Psychiatry (German Research Institute for Psychiatry",50634,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1074,"The New Zealand Institute for Plant and Food Research Limited",2,01-JUL-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAY-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
971,"University of North Carolina at Charlotte",2,01-APR-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1071,"NIPGR",3,01-APR-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
987,"German Climate Computation Center (DKRZ)",50325,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
994,"Max Planck Institute for Chemical Physics of Solids",50355,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
997,"Max Planck Institute for Computer Science",50366,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1005,"Max Planck Institute for Evolutionary Biology",50389,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1008,"Max Planck Institute for Foreign and International Criminal Law",50401,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1016,"Max Planck Institute for Innovation and Max Planck Institute for Tax Law",50440,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1017,"Max Planck Institute for Intelligent Systems",50447,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1019,"Max Planck Institute for Marine Microbiology",50456,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1020,"Max Planck Institute for Mathematics",50462,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1025,"Max Planck Institute for Molecular Genetics",50490,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1027,"Max Planck Institute for Ornithology",50507,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1043,"Max Planck Institute for the Structure and Dynamics of Matter",50569,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1044,"Max Planck Institute for the Study of Religious and Ethnic Diversity",50572,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1049,"Max Planck Institute of Immunobiology",50595,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
204,"KAIST",17346,01-MAY-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,30-APR-20 12.00.00.000000000 PM AMERICA/LOS_ANGELES
207,"Kunming University of Science and Technology",17357,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
209,"Library Guangdong Academy of Agricultural Science",17378,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
213,"Library of Tianjin University",17409,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
224,"National Institute for the Control of Pharmaceutical and Biological Products",17500,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
229,"Northeast Dianli University",17532,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
236,"Northwest Plateau Institute of Biology, CAS",17588,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
248,"Shandong Normal University",17662,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
266,"Southwest University",17876,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
267,"Tea Research Institute, CAAS",17877,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
296,"Yangtze University",18042,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
299,"Yunnan Institute of  Tropical Crops",18051,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
967,"Masaryk University",2,01-JAN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-DEC-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES
112,"Beijin Wuzi University",16706,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
113,"Biogas Institute of Ministry of Agriculture",16707,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
138,"Dali University",16883,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
143,"Fujian Academy of Forestry",16926,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
165,"Hanshan Normal University",17067,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
171,"Henan University",17148,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
172,"Hubei Academy of Agricultural Sciences ",17149,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
25,"Nagoya University",3,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
28,"Norwich Bioscience Institutes",2,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
32,"Rochester Institute of Technology",2,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAY-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES
35,"South Dakota State University",2,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES
45,"University of Exeter",6,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-20 12.00.00.000000000 PM AMERICA/LOS_ANGELES
58,"Washington University in St. Louis",2,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
72,"Duke University",5,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
852,"Xinjiang Medical University",7,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
81,"University of Hamburg",2,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-18 12.00.00.000000000 PM AMERICA/LOS_ANGELES
82,"Kazusa DNA Research Institute",2,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
5,"Brown University",3,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
188,"Institute of Medicinal Plant Development, Chinese Academy of Medical Sciences and Peking Union Medical College (CAMS and PUMC)",17230,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
630,"Shanghai Information Center for Life Sciences, CAS",36129,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
787,"Shanghai University",36170,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
795,"Shengyang Industrial University",36222,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
802,"Soochow University Library",36259,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
803,"Southern Medical University",36267,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
804,"Southwest University of Science and Technology",36282,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
806,"Suzhou Dushulake Library",36306,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
811,"Teda Library & Archives",36337,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
62,"UC Irvine",36482,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
839,"Uppsala University",36718,01-JUL-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES
844,"Xi'an jJiaotong-Liverpool University",36774,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
847,"Xi'an University of  Technology",36790,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
848,"Xiamen Institute of Technology",36793,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
850,"Xinjiang Academy of Environmental Protection Science ",36803,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
854,"Xinjiang University Library",36847,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
857,"Xinyang Normal University",36864,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
863,"Yunyang Teachers' College",36923,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
867,"Zunyi Normal University",36966,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
649,"Beijing Institute of Technology ",35150,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
652,"California State University Long Beach",35193,01-JUL-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,30-JUN-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
657,"Chengde Medical University Library",35214,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
592,"Feed Research Institute, CAAS",35388,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
689,"Guangzhou Vocational College of Science and Technology Library",35520,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
694,"He's University",35571,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
697,"Hefei Industrial University",35585,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
705,"Huazhong Agricultural University",35639,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
715,"Information Center of HAAS",35705,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
600,"Institute of Agricultural Research and Regional Planning, CAAS",35735,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
722,"Institute of Applied Ecology",35742,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
605,"Institute of Chemistry, Chinese Academy of Sciences",35767,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
608,"Institute of Hydrobiology, CAS",35782,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
611,"Institute of Information on Traditional Chinese Medicine, China Academy of Chinese Medical Sciences",35785,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
618,"Institute of Subtropical Agriculture, CAS",35815,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
745,"Library of South-Central University for Nationalities",35919,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
749,"Library of Zhongyuan University of Tehnology",35940,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
756,"Mudanjiang Normal University",35964,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
760,"Nanjing Medical University",36004,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
904,"Gambia, The",48670,01-APR-14 12.00.00.000000000 PM +08:00,
918,"Guinea-Bisau",48746,01-APR-14 12.00.00.000000000 PM +08:00,
924,"Mali",49176,01-APR-14 12.00.00.000000000 PM +08:00,
947,"Beijing Hospitality Institute",3,01-APR-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
984,"Max Planck Institute for Biological Cybernetics",4,01-JAN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1000,"Max Planck Institute for Dynamics and Self-Organization",50375,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1002,"Max Planck Institute for Empirical Aesthetics",50379,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1006,"Max Planck Institute for Experimental Medicine",50393,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1010,"Max Planck Institute for Gravitational Physics (Albert Einstein Institute)",50413,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1014,"Max Planck Institute for Human Development",50432,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1018,"Max Planck Institute for Iron Research",50451,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1024,"Max Planck Institute for Meteorology",50484,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1026,"Max Planck Institute for Nuclear Physics",50502,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1034,"Max Planck Institute for Social Law and Social Policy",50534,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1036,"Max Planck Institute for Solar System Research",50543,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
202,"Jilin University",17327,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
205,"Kansas State University",17347,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,30-APR-20 12.00.00.000000000 PM AMERICA/LOS_ANGELES
212,"Library of Jinggangshan University",17399,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
214,"Library of Xinjiang Agricultural University",17412,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
232,"Northeast Normal University",17554,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
233,"North-East University",17567,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
234,"Northwest Agriculture and Forest University",17578,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
238,"Oil Crops Research Institute, CAAS",17596,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
243,"Research Center of Eco-Environmental Sciences, CAS",17627,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
253,"Shanxi Academy of Sciences",17686,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
254,"Shanxi Normal University",17692,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
263,"Southeast University",17843,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
